number_of_components,n_nodes,n_edges,density,global_efficiency,diameter,shortest_path,city,year,total_funding
19,4,6,1.0,1.0,1,1.0,Frisco,2018,770999940.0
22,5,5,0.5,0.75,2,1.5,Frisco,2019,789448948.0
27,5,5,0.5,0.75,2,1.5,Frisco,2020,844586099.0
29,5,5,0.5,0.75,2,1.5,Frisco,2021,855281599.0
30,5,5,0.5,0.75,2,1.5,Frisco,2022,908213819.0
31,5,5,0.5,0.75,2,1.5,Frisco,2023,1115289816.0
1,2,1,1.0,1.0,1,1.0,Haaltert,2017,
1,2,1,1.0,1.0,1,1.0,Montgomery,1993,
1,3,3,1.0,1.0,1,1.0,Montgomery,2000,175000000.0
2,3,3,1.0,1.0,1,1.0,Montgomery,2007,179500000.0
3,3,3,1.0,1.0,1,1.0,Montgomery,2020,211721866.0
1,2,1,1.0,1.0,1,1.0,Lyndhurst,2011,6083000.0
1,2,1,1.0,1.0,1,1.0,Canfield,2013,0.0
1,2,1,1.0,1.0,1,1.0,Bayrampasa,2016,
1,2,1,1.0,1.0,1,1.0,Minato,1986,
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Minato,2004,54105549.0
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Minato,2016,945578366.0
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Minato,2020,1778602640.0
1,2,1,1.0,1.0,1,1.0,Essen,1999,
2,2,1,1.0,1.0,1,1.0,Essen,2002,0.0
2,2,1,1.0,1.0,1,1.0,Essen,2009,0.0
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Essen,2010,0.0
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Essen,2011,0.0
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Essen,2012,0.0
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Essen,2013,14590917.0
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Essen,2015,14740917.0
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Essen,2016,14740917.0
5,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Essen,2017,30473459.0
6,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Essen,2018,1690301240.0
8,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Essen,2019,1691127906.0
8,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Essen,2020,1691127906.0
9,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Essen,2021,1740882501.0
9,4,6,1.0,1.0,1,1.0,Essen,2022,1752762180.0
1,2,1,1.0,1.0,1,1.0,Malvern,2005,182300000.0
2,2,1,1.0,1.0,1,1.0,Malvern,2006,315550000.0
4,2,1,1.0,1.0,1,1.0,Malvern,2009,462543126.0
5,3,3,1.0,1.0,1,1.0,Malvern,2011,593393306.0
6,5,7,0.7,0.85,2,1.3,Malvern,2012,759745807.0
8,5,7,0.7,0.85,2,1.3,Malvern,2013,777745807.0
9,6,11,0.7333333333333333,0.8666666666666667,2,1.2666666666666666,Malvern,2014,1066683543.0
9,7,16,0.7619047619047619,0.8809523809523809,2,1.2380952380952381,Malvern,2015,1071203686.0
9,8,22,0.7857142857142857,0.8928571428571429,2,1.2142857142857142,Malvern,2017,1148150131.0
10,9,23,0.6388888888888888,0.8148148148148148,3,1.3888888888888888,Malvern,2022,4992486491.0
1,2,1,1.0,1.0,1,1.0,Shrewsbury,2000,11500000.0
2,2,1,1.0,1.0,1,1.0,Shrewsbury,2012,42500000.0
3,2,1,1.0,1.0,1,1.0,Shrewsbury,2014,51452565.0
5,2,1,1.0,1.0,1,1.0,Shrewsbury,2015,51508563.0
7,2,1,1.0,1.0,1,1.0,Shrewsbury,2022,100466200.0
1,2,1,1.0,1.0,1,1.0,Miamisburg,2008,0.0
2,2,1,1.0,1.0,1,1.0,Miamisburg,2015,1060000.0
1,2,1,1.0,1.0,1,1.0,Napier,2022,1000000.0
1,2,1,1.0,1.0,1,1.0,Amstelveen,2007,0.0
2,2,1,1.0,1.0,1,1.0,Amstelveen,2012,0.0
3,3,3,1.0,1.0,1,1.0,Amstelveen,2014,4241638.0
4,3,3,1.0,1.0,1,1.0,Amstelveen,2017,7258413.0
5,3,3,1.0,1.0,1,1.0,Amstelveen,2019,8053832.0
1,2,1,1.0,1.0,1,1.0,Wollongong,2014,16183765.0
1,3,3,1.0,1.0,1,1.0,Wollongong,2015,16221781.0
2,4,6,1.0,1.0,1,1.0,Wollongong,2018,34559721.0
3,4,6,1.0,1.0,1,1.0,Wollongong,2020,34559721.0
3,4,6,1.0,1.0,1,1.0,Wollongong,2022,35846837.0
1,2,1,1.0,1.0,1,1.0,North Brunswick,2008,68354741.0
1,2,1,1.0,1.0,1,1.0,Chamalières,2019,
1,2,1,1.0,1.0,1,1.0,Northridge,2012,14000000.0
1,3,3,1.0,1.0,1,1.0,Northridge,2014,14055000.0
1,5,8,0.8,0.9,2,1.2,Northridge,2017,15474000.0
1,2,1,1.0,1.0,1,1.0,Aracaju,2015,0.0
1,2,1,1.0,1.0,1,1.0,Aracaju,2018,663922.0
3,2,1,1.0,1.0,1,1.0,Aracaju,2021,663922.0
1,2,1,1.0,1.0,1,1.0,Newtown,2007,7839820.0
2,2,1,1.0,1.0,1,1.0,Newtown,2018,163895139.0
4,2,1,1.0,1.0,1,1.0,Newtown,2021,454921616.0
1,2,1,1.0,1.0,1,1.0,Coimbatore,1967,
2,2,1,1.0,1.0,1,1.0,Coimbatore,1991,
3,2,1,1.0,1.0,1,1.0,Coimbatore,1998,
5,2,1,1.0,1.0,1,1.0,Coimbatore,2012,112298693.0
6,2,1,1.0,1.0,1,1.0,Coimbatore,2013,112298693.0
8,2,1,1.0,1.0,1,1.0,Coimbatore,2015,116158572.0
10,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Coimbatore,2017,123515257.0
15,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Coimbatore,2018,125028238.0
18,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Coimbatore,2019,131851522.0
20,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Coimbatore,2020,132071522.0
23,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Coimbatore,2021,176985515.0
24,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Coimbatore,2022,240915232.0
1,2,1,1.0,1.0,1,1.0,Châteauguay,2014,
1,2,1,1.0,1.0,1,1.0,Mooresville,2007,0.0
3,2,1,1.0,1.0,1,1.0,Mooresville,2012,0.0
4,2,1,1.0,1.0,1,1.0,Mooresville,2019,88840003.0
4,2,1,1.0,1.0,1,1.0,Mooresville,2022,154125075.0
1,2,1,1.0,1.0,1,1.0,Nelson,2011,0.0
1,2,1,1.0,1.0,1,1.0,Nelson,2019,77255370.0
2,2,1,1.0,1.0,1,1.0,Nelson,2020,79793321.0
1,2,1,1.0,1.0,1,1.0,Ventura,2009,17390000.0
2,4,6,1.0,1.0,1,1.0,Ventura,2016,32237508.0
3,6,13,0.8666666666666667,0.9333333333333333,2,1.1333333333333333,Ventura,2019,59426508.0
4,6,13,0.8666666666666667,0.9333333333333333,2,1.1333333333333333,Ventura,2020,59426508.0
1,2,1,1.0,1.0,1,1.0,Aberdeen,1980,
2,2,1,1.0,1.0,1,1.0,Aberdeen,1996,
3,2,1,1.0,1.0,1,1.0,Aberdeen,2001,0.0
4,2,1,1.0,1.0,1,1.0,Aberdeen,2005,0.0
5,2,1,1.0,1.0,1,1.0,Aberdeen,2007,2376222.0
6,2,1,1.0,1.0,1,1.0,Aberdeen,2009,10839559.0
8,2,1,1.0,1.0,1,1.0,Aberdeen,2012,201380477.0
9,2,1,1.0,1.0,1,1.0,Aberdeen,2016,1128482152.0
9,3,3,1.0,1.0,1,1.0,Aberdeen,2017,1166951925.0
12,3,3,1.0,1.0,1,1.0,Aberdeen,2018,1218735840.0
13,3,3,1.0,1.0,1,1.0,Aberdeen,2019,1227106090.0
14,3,3,1.0,1.0,1,1.0,Aberdeen,2021,1458308752.0
15,3,3,1.0,1.0,1,1.0,Aberdeen,2022,1690870060.0
1,2,1,1.0,1.0,1,1.0,North Andover,2008,28206000.0
1,2,1,1.0,1.0,1,1.0,North Andover,2010,29533789.0
1,3,3,1.0,1.0,1,1.0,North Andover,2012,29533789.0
2,3,3,1.0,1.0,1,1.0,North Andover,2015,34862180.0
1,2,1,1.0,1.0,1,1.0,South Yarra,2005,0.0
2,2,1,1.0,1.0,1,1.0,South Yarra,2021,6657001.0
1,2,1,1.0,1.0,1,1.0,Burwood,2021,209353.0
1,2,1,1.0,1.0,1,1.0,Harrow,2015,0.0
1,2,1,1.0,1.0,1,1.0,Paonta Sahib,2018,
1,2,1,1.0,1.0,1,1.0,Baia Mare,2014,529660.0
1,2,1,1.0,1.0,1,1.0,Leatherhead,2009,38004243.0
2,2,1,1.0,1.0,1,1.0,Leatherhead,2012,38004243.0
1,2,1,1.0,1.0,1,1.0,Trumbull,2015,54627829.0
2,2,1,1.0,1.0,1,1.0,Trumbull,2016,54627829.0
1,2,1,1.0,1.0,1,1.0,Kfar Malal,2016,2106144.0
1,2,1,1.0,1.0,1,1.0,Walpole,2014,0.0
1,3,3,1.0,1.0,1,1.0,Walpole,2018,21974652.0
1,3,3,1.0,1.0,1,1.0,Walpole,2020,23895337.0
1,3,3,1.0,1.0,1,1.0,Walpole,2021,23895337.0
1,2,1,1.0,1.0,1,1.0,Linz,2007,0.0
3,2,1,1.0,1.0,1,1.0,Linz,2011,0.0
3,2,1,1.0,1.0,1,1.0,Linz,2013,438209.0
4,2,1,1.0,1.0,1,1.0,Linz,2014,438209.0
5,3,3,1.0,1.0,1,1.0,Linz,2016,831956.0
6,5,6,0.6,0.8,2,1.4,Linz,2018,831956.0
8,6,7,0.4666666666666667,0.7111111111111109,3,1.6666666666666667,Linz,2019,831956.0
9,6,7,0.4666666666666667,0.7111111111111109,3,1.6666666666666667,Linz,2020,28749816.0
1,2,1,1.0,1.0,1,1.0,Jamestown,2016,12450000.0
1,2,1,1.0,1.0,1,1.0,Dubendorf,2018,149537836.0
1,2,1,1.0,1.0,1,1.0,Pikérmi,2012,
1,2,1,1.0,1.0,1,1.0,Turkey,2008,250000.0
1,3,3,1.0,1.0,1,1.0,Turkey,2014,8011335.0
1,2,1,1.0,1.0,1,1.0,Turku,2009,18346452.0
2,2,1,1.0,1.0,1,1.0,Turku,2011,20690943.0
2,2,1,1.0,1.0,1,1.0,Turku,2012,31276454.0
2,3,3,1.0,1.0,1,1.0,Turku,2013,31276454.0
3,3,3,1.0,1.0,1,1.0,Turku,2015,40222108.0
4,3,3,1.0,1.0,1,1.0,Turku,2016,54958691.0
5,3,3,1.0,1.0,1,1.0,Turku,2017,58244162.0
5,7,7,0.3333333333333333,0.615079365079365,4,2.0,Turku,2018,60467256.0
7,8,8,0.2857142857142857,0.5773809523809522,4,2.142857142857143,Turku,2020,95440327.0
8,8,8,0.2857142857142857,0.5773809523809522,4,2.142857142857143,Turku,2021,98871867.0
10,8,8,0.2857142857142857,0.5773809523809522,4,2.142857142857143,Turku,2022,115565746.0
1,2,1,1.0,1.0,1,1.0,Taichung,2013,0.0
1,2,1,1.0,1.0,1,1.0,Zürich,1987,
2,2,1,1.0,1.0,1,1.0,Zürich,2002,29794478.0
3,2,1,1.0,1.0,1,1.0,Zürich,2004,51794478.0
4,4,3,0.5,0.75,2,1.5,Zürich,2005,51879444.0
7,4,3,0.5,0.75,2,1.5,Zürich,2006,53199444.0
10,4,3,0.5,0.75,2,1.5,Zürich,2007,53216850.0
14,5,4,0.4,0.7,2,1.6,Zürich,2008,81651418.0
18,6,5,0.3333333333333333,0.6666666666666666,2,1.6666666666666667,Zürich,2009,83078924.0
21,7,6,0.2857142857142857,0.6428571428571429,2,1.7142857142857142,Zürich,2010,107068022.0
25,9,8,0.2222222222222222,0.564814814814815,3,2.0555555555555554,Zürich,2011,112907601.0
32,13,17,0.21794871794871795,0.510683760683761,6,2.5384615384615383,Zürich,2012,117137377.0
40,17,17,0.125,0.43664215686274477,6,2.9411764705882355,Zürich,2013,183518478.0
42,33,34,0.06439393939393939,0.3318632756132748,8,4.111742424242424,Zürich,2014,191037407.0
47,75,93,0.03351351351351351,0.28491920491921074,10,4.294054054054054,Zürich,2015,248910584.0
62,85,104,0.029131652661064426,0.29981670445956127,9,3.955182072829132,Zürich,2016,316943988.0
79,108,134,0.0231914157147802,0.29426093501897826,9,3.9690204222914502,Zürich,2017,453802880.0
87,141,187,0.01894630192502533,0.26663120201872387,11,4.537386018237082,Zürich,2018,1427639596.0
101,192,277,0.015106893542757417,0.24488048143560334,13,4.990565008726003,Zürich,2019,2038220025.0
107,228,345,0.013331787618826803,0.24749371203118523,11,4.708285029755004,Zürich,2020,2597246884.0
117,261,397,0.011700559976422045,0.24328689297086425,11,4.737901562039493,Zürich,2021,3842818767.0
123,268,409,0.011431606014869472,0.24623959845543533,11,4.670495835429594,Zürich,2022,6378750422.0
130,273,418,0.011258349493643611,0.24669925759746383,11,4.658317173023056,Zürich,2023,15833655941.0
1,2,1,1.0,1.0,1,1.0,Ancona,2002,0.0
2,2,1,1.0,1.0,1,1.0,Ancona,2016,549322.0
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Ancona,2017,600291.0
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Ancona,2019,655243.0
5,4,3,0.5,0.75,2,1.5,Ancona,2021,655243.0
4,6,6,0.4,0.7,2,1.6,Ancona,2023,808394.0
1,2,1,1.0,1.0,1,1.0,Woodmere,2022,10601500.0
1,2,1,1.0,1.0,1,1.0,Granada,2006,29217901.0
2,2,1,1.0,1.0,1,1.0,Granada,2013,30844659.0
3,2,1,1.0,1.0,1,1.0,Granada,2014,40549316.0
4,2,1,1.0,1.0,1,1.0,Granada,2015,40605314.0
5,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Granada,2016,42136860.0
6,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Granada,2017,42136860.0
7,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Granada,2018,48057798.0
8,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Granada,2019,48640300.0
9,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Granada,2021,52295474.0
9,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Granada,2022,52295474.0
1,2,1,1.0,1.0,1,1.0,Newport,2014,378490359.0
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Newport,2015,476985788.0
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Newport,2016,477665788.0
5,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Newport,2017,479649480.0
6,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Newport,2018,490226186.0
8,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Newport,2019,490226186.0
9,5,10,1.0,1.0,1,1.0,Newport,2021,499140825.0
9,5,10,1.0,1.0,1,1.0,Newport,2023,1200181086.0
1,2,1,1.0,1.0,1,1.0,Saugerties,1982,
1,2,1,1.0,1.0,1,1.0,Maple Grove,2013,205398504.0
2,2,1,1.0,1.0,1,1.0,Maple Grove,2015,260859942.0
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Maple Grove,2018,413030932.0
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Maple Grove,2019,482005330.0
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Maple Grove,2020,1050691119.0
1,2,1,1.0,1.0,1,1.0,Rouen,2017,46695093.0
2,2,1,1.0,1.0,1,1.0,Rouen,2018,50138880.0
4,3,3,1.0,1.0,1,1.0,Rouen,2019,50138880.0
1,2,1,1.0,1.0,1,1.0,Kota Kinabalu,2020,
1,2,1,1.0,1.0,1,1.0,Kiel,2014,9462416.0
1,2,1,1.0,1.0,1,1.0,Kiel,2015,9462416.0
3,2,1,1.0,1.0,1,1.0,Kiel,2018,9518108.0
4,2,1,1.0,1.0,1,1.0,Kiel,2019,9518108.0
5,2,1,1.0,1.0,1,1.0,Kiel,2021,13150364.0
6,2,1,1.0,1.0,1,1.0,Kiel,2023,67484428.0
1,2,1,1.0,1.0,1,1.0,Hunndalen,1996,
1,2,1,1.0,1.0,1,1.0,Lennestadt,2008,
1,2,1,1.0,1.0,1,1.0,Greenwood,2015,1600000.0
1,2,1,1.0,1.0,1,1.0,Fishkill,2014,
1,2,1,1.0,1.0,1,1.0,Portola Valley,2013,66999999.0
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Portola Valley,2020,75765898.0
1,2,1,1.0,1.0,1,1.0,Karachi,1997,
2,2,1,1.0,1.0,1,1.0,Karachi,2001,0.0
3,2,1,1.0,1.0,1,1.0,Karachi,2005,0.0
4,2,1,1.0,1.0,1,1.0,Karachi,2007,0.0
6,2,1,1.0,1.0,1,1.0,Karachi,2008,25000.0
7,2,1,1.0,1.0,1,1.0,Karachi,2009,25000.0
9,2,1,1.0,1.0,1,1.0,Karachi,2010,25000.0
11,3,3,1.0,1.0,1,1.0,Karachi,2011,25000.0
14,3,3,1.0,1.0,1,1.0,Karachi,2012,200000.0
15,4,6,1.0,1.0,1,1.0,Karachi,2013,810000.0
18,4,6,1.0,1.0,1,1.0,Karachi,2014,73617785.0
22,4,6,1.0,1.0,1,1.0,Karachi,2015,371117785.0
27,4,6,1.0,1.0,1,1.0,Karachi,2016,372907785.0
33,4,6,1.0,1.0,1,1.0,Karachi,2017,405385476.0
39,5,5,0.5,0.75,2,1.5,Karachi,2018,408290350.0
44,6,8,0.5333333333333333,0.7555555555555556,3,1.5333333333333334,Karachi,2019,491634400.0
49,7,12,0.5714285714285714,0.7777777777777779,3,1.4761904761904763,Karachi,2020,494982400.0
50,14,25,0.27472527472527475,0.5805860805860804,4,2.098901098901099,Karachi,2021,600339488.0
53,14,25,0.27472527472527475,0.5805860805860804,4,2.098901098901099,Karachi,2022,922735949.0
55,14,25,0.27472527472527475,0.5805860805860804,4,2.098901098901099,Karachi,2023,1057367944.0
1,2,1,1.0,1.0,1,1.0,Hawthorne,2013,376737446.0
2,2,1,1.0,1.0,1,1.0,Hawthorne,2018,380090403.0
1,2,1,1.0,1.0,1,1.0,Hobbs,2021,11200000.0
1,2,1,1.0,1.0,1,1.0,Pasig,2010,500000.0
2,2,1,1.0,1.0,1,1.0,Pasig,2012,500000.0
4,2,1,1.0,1.0,1,1.0,Pasig,2018,13395748.0
6,2,1,1.0,1.0,1,1.0,Pasig,2020,970688412.0
7,2,1,1.0,1.0,1,1.0,Pasig,2021,971338412.0
7,3,3,1.0,1.0,1,1.0,Pasig,2022,1886028579.0
1,2,1,1.0,1.0,1,1.0,Bracknell,2005,415765.0
2,2,1,1.0,1.0,1,1.0,Bracknell,2008,6285579.0
3,2,1,1.0,1.0,1,1.0,Bracknell,2013,200234141.0
4,2,1,1.0,1.0,1,1.0,Bracknell,2020,1039840877.0
5,2,1,1.0,1.0,1,1.0,Bracknell,2021,1039840877.0
1,2,1,1.0,1.0,1,1.0,Reservoir,2020,49993501.0
1,3,3,1.0,1.0,1,1.0,Reservoir,2021,49993501.0
1,2,1,1.0,1.0,1,1.0,Prineville,2022,
1,2,1,1.0,1.0,1,1.0,Inverness,2015,22000000.0
1,3,3,1.0,1.0,1,1.0,Inverness,2016,22206263.0
2,3,3,1.0,1.0,1,1.0,Inverness,2019,22206263.0
1,2,1,1.0,1.0,1,1.0,Redmond,1995,
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Redmond,1997,
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Redmond,1999,
1,4,3,0.5,0.75,2,1.5,Redmond,2000,193000000.0
1,5,4,0.4,0.7,2,1.6,Redmond,2001,210250000.0
1,6,5,0.3333333333333333,0.6666666666666666,2,1.6666666666666667,Redmond,2003,211750000.0
1,7,6,0.2857142857142857,0.6428571428571429,2,1.7142857142857142,Redmond,2004,237740000.0
1,8,7,0.25,0.625,2,1.75,Redmond,2005,237740000.0
1,8,7,0.25,0.625,2,1.75,Redmond,2006,251760000.0
1,11,10,0.18181818181818182,0.5909090909090909,2,1.8181818181818181,Redmond,2007,251760000.0
1,12,11,0.16666666666666666,0.5833333333333334,2,1.8333333333333333,Redmond,2008,360563296.0
2,14,13,0.14285714285714285,0.5714285714285714,2,1.8571428571428572,Redmond,2009,383446787.0
1,19,20,0.11695906432748537,0.5584795321637427,2,1.8830409356725146,Redmond,2010,478184287.0
5,21,23,0.10952380952380952,0.5547619047619048,2,1.8904761904761904,Redmond,2011,481259287.0
7,25,27,0.09,0.545,2,1.91,Redmond,2012,529488565.0
6,31,33,0.07096774193548387,0.5254480286738343,3,1.989247311827957,Redmond,2013,545817974.0
9,34,36,0.06417112299465241,0.5141117052881752,4,2.0445632798573974,Redmond,2014,568723145.0
12,37,39,0.05855855855855856,0.512637637637639,4,2.042042042042042,Redmond,2015,647874671.0
12,38,40,0.05689900426742532,0.5122095779990531,4,2.0412517780938835,Redmond,2016,715053435.0
11,45,47,0.047474747474747475,0.5029461279461306,4,2.0787878787878786,Redmond,2017,736062563.0
13,47,50,0.04625346901017576,0.49683934628430554,4,2.1137835337650324,Redmond,2018,738212330.0
14,51,54,0.042352941176470586,0.49679738562091663,4,2.1058823529411765,Redmond,2019,918297385.0
17,55,58,0.039057239057239054,0.49680134680134724,4,2.098989898989899,Redmond,2020,919097385.0
17,57,60,0.03759398496240601,0.49681495405179465,4,2.095864661654135,Redmond,2021,1241564440.0
17,58,61,0.03690260133091349,0.4968239564428295,4,2.0943738656987296,Redmond,2022,1750243774.0
17,59,62,0.03623611922852133,0.4968342100136355,4,2.0929281122150787,Redmond,2023,2100209523.0
1,2,1,1.0,1.0,1,1.0,Palm Coast,2012,50390000.0
2,2,1,1.0,1.0,1,1.0,Palm Coast,2016,50440000.0
1,2,1,1.0,1.0,1,1.0,Somerset,1998,
2,2,1,1.0,1.0,1,1.0,Somerset,2000,10100000.0
3,2,1,1.0,1.0,1,1.0,Somerset,2006,113000000.0
4,2,1,1.0,1.0,1,1.0,Somerset,2009,133000000.0
5,2,1,1.0,1.0,1,1.0,Somerset,2010,191580912.0
6,2,1,1.0,1.0,1,1.0,Somerset,2012,192182912.0
7,2,1,1.0,1.0,1,1.0,Somerset,2014,192182912.0
8,2,1,1.0,1.0,1,1.0,Somerset,2015,214083963.0
8,3,3,1.0,1.0,1,1.0,Somerset,2017,275800131.0
9,3,3,1.0,1.0,1,1.0,Somerset,2018,276300131.0
10,3,3,1.0,1.0,1,1.0,Somerset,2020,463858131.0
10,3,3,1.0,1.0,1,1.0,Somerset,2021,639107031.0
1,2,1,1.0,1.0,1,1.0,Hampstead,2008,2000000.0
2,2,1,1.0,1.0,1,1.0,Hampstead,2012,2000000.0
3,2,1,1.0,1.0,1,1.0,Hampstead,2022,12867411.0
1,2,1,1.0,1.0,1,1.0,Dripping Springs,2012,0.0
2,2,1,1.0,1.0,1,1.0,Dripping Springs,2019,1040000.0
1,2,1,1.0,1.0,1,1.0,Lowell,1989,
2,2,1,1.0,1.0,1,1.0,Lowell,2009,360310000.0
4,2,1,1.0,1.0,1,1.0,Lowell,2013,579051752.0
4,3,3,1.0,1.0,1,1.0,Lowell,2015,592377517.0
5,3,3,1.0,1.0,1,1.0,Lowell,2017,615126341.0
6,3,3,1.0,1.0,1,1.0,Lowell,2018,630018095.0
7,3,3,1.0,1.0,1,1.0,Lowell,2019,631593095.0
7,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Lowell,2021,780688131.0
8,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Lowell,2022,797743131.0
1,2,1,1.0,1.0,1,1.0,Toulouse,2009,2650000.0
2,2,1,1.0,1.0,1,1.0,Toulouse,2010,2788923.0
3,2,1,1.0,1.0,1,1.0,Toulouse,2013,9444088.0
6,2,1,1.0,1.0,1,1.0,Toulouse,2015,40877946.0
9,2,1,1.0,1.0,1,1.0,Toulouse,2016,56223838.0
10,3,3,1.0,1.0,1,1.0,Toulouse,2017,79061903.0
12,4,6,1.0,1.0,1,1.0,Toulouse,2018,139244116.0
15,4,6,1.0,1.0,1,1.0,Toulouse,2019,287663364.0
18,5,5,0.5,0.75,2,1.5,Toulouse,2020,301136639.0
19,5,5,0.5,0.75,2,1.5,Toulouse,2021,433146082.0
22,5,5,0.5,0.75,2,1.5,Toulouse,2022,550255954.0
1,2,1,1.0,1.0,1,1.0,Kolbingen,2008,
1,2,1,1.0,1.0,1,1.0,Westchester,1998,
1,2,1,1.0,1.0,1,1.0,Ágios Dimítrios,2013,
3,2,1,1.0,1.0,1,1.0,Lille,2012,4160611.0
4,2,1,1.0,1.0,1,1.0,Lille,2013,20114714.0
6,4,6,1.0,1.0,1,1.0,Lille,2014,27691726.0
6,5,10,1.0,1.0,1,1.0,Lille,2015,40613999.0
8,5,10,1.0,1.0,1,1.0,Lille,2016,50355030.0
10,5,10,1.0,1.0,1,1.0,Lille,2017,76865706.0
11,6,15,1.0,1.0,1,1.0,Lille,2018,123839987.0
12,6,15,1.0,1.0,1,1.0,Lille,2019,123839987.0
13,7,16,0.7619047619047619,0.8809523809523809,2,1.2380952380952381,Lille,2020,131701242.0
15,7,16,0.7619047619047619,0.8809523809523809,2,1.2380952380952381,Lille,2021,152222714.0
15,7,16,0.7619047619047619,0.8809523809523809,2,1.2380952380952381,Lille,2022,757084665.0
1,2,1,1.0,1.0,1,1.0,Foligno,2014,0.0
1,2,1,1.0,1.0,1,1.0,Schaffhausen,2010,0.0
2,2,1,1.0,1.0,1,1.0,Schaffhausen,2018,5402535.0
2,2,1,1.0,1.0,1,1.0,Schaffhausen,2019,5402535.0
2,3,3,1.0,1.0,1,1.0,Schaffhausen,2021,11641512.0
2,5,6,0.6,0.8,2,1.4,Schaffhausen,2022,693316422.0
1,2,1,1.0,1.0,1,1.0,Marchtrenk,2014,
1,3,3,1.0,1.0,1,1.0,Marchtrenk,2015,
1,2,1,1.0,1.0,1,1.0,Casper,2018,61305000.0
2,2,1,1.0,1.0,1,1.0,Casper,2022,76681350.0
1,2,1,1.0,1.0,1,1.0,Horsham,2016,200081579.0
2,2,1,1.0,1.0,1,1.0,Horsham,2017,317287451.0
2,2,1,1.0,1.0,1,1.0,Coeur D'alene,2015,26682026.0
2,2,1,1.0,1.0,1,1.0,Coeur D'alene,2016,26682026.0
3,2,1,1.0,1.0,1,1.0,Coeur D'alene,2017,26682026.0
4,2,1,1.0,1.0,1,1.0,Coeur D'alene,2019,31707648.0
5,2,1,1.0,1.0,1,1.0,Coeur D'alene,2021,113896376.0
1,2,1,1.0,1.0,1,1.0,Conway,2009,0.0
2,2,1,1.0,1.0,1,1.0,Conway,2015,5698478.0
3,2,1,1.0,1.0,1,1.0,Conway,2017,6119478.0
3,3,3,1.0,1.0,1,1.0,Conway,2018,6119478.0
5,3,3,1.0,1.0,1,1.0,Conway,2021,8119478.0
5,3,3,1.0,1.0,1,1.0,Conway,2022,8669015.0
1,2,1,1.0,1.0,1,1.0,Biella,2012,0.0
2,2,1,1.0,1.0,1,1.0,Biella,2019,8262435.0
1,2,1,1.0,1.0,1,1.0,Paramus,2007,45100000.0
1,3,3,1.0,1.0,1,1.0,Paramus,2008,63100000.0
2,3,3,1.0,1.0,1,1.0,Paramus,2016,63927090.0
1,2,1,1.0,1.0,1,1.0,East Moriches,2015,
1,2,1,1.0,1.0,1,1.0,Allerød,2019,33433219.0
