number_of_components,n_nodes,n_edges,density,global_efficiency,diameter,shortest_path,city,year,total_funding
1,2,1,1.0,1.0,1,1.0,Santiago,1999,
2,2,1,1.0,1.0,1,1.0,Santiago,2000,0.0
3,2,1,1.0,1.0,1,1.0,Santiago,2002,0.0
4,2,1,1.0,1.0,1,1.0,Santiago,2007,6000.0
6,2,1,1.0,1.0,1,1.0,Santiago,2008,6000.0
7,2,1,1.0,1.0,1,1.0,Santiago,2009,6000.0
10,2,1,1.0,1.0,1,1.0,Santiago,2010,126000.0
13,3,3,1.0,1.0,1,1.0,Santiago,2011,4937695.0
19,3,3,1.0,1.0,1,1.0,Santiago,2012,32490681.0
29,4,6,1.0,1.0,1,1.0,Santiago,2013,46988757.0
31,9,12,0.3333333333333333,0.5888888888888891,5,2.2222222222222223,Santiago,2014,161009164.0
35,12,18,0.2727272727272727,0.5674242424242424,5,2.212121212121212,Santiago,2015,194319086.0
43,16,26,0.21666666666666667,0.5286111111111109,5,2.341666666666667,Santiago,2016,428693585.0
53,17,29,0.21323529411764705,0.5218137254901959,5,2.3823529411764706,Santiago,2017,591858585.0
60,28,48,0.12698412698412698,0.4146321491559588,8,3.187830687830688,Santiago,2018,611880729.0
70,32,58,0.11693548387096774,0.40823732718893846,7,3.125,Santiago,2019,635759678.0
75,39,72,0.09716599190283401,0.3931656063234992,7,3.1700404858299596,Santiago,2020,2679036975.0
80,61,108,0.05901639344262295,0.3461163153786151,7,3.4885245901639346,Santiago,2021,2966560253.0
82,78,134,0.044622044622044624,0.3065124750189698,11,4.114552114552114,Santiago,2022,3695800247.0
83,85,145,0.04061624649859944,0.2957692167776207,11,4.251260504201681,Santiago,2023,5478002877.0
1,2,1,1.0,1.0,1,1.0,Prescott,2018,0.0
1,2,1,1.0,1.0,1,1.0,West Point,2021,70152481.0
1,2,1,1.0,1.0,1,1.0,Unley,2017,10000.0
1,2,1,1.0,1.0,1,1.0,Plant City,2014,0.0
1,2,1,1.0,1.0,1,1.0,Nevada City,2016,60322081.0
1,2,1,1.0,1.0,1,1.0,Aguada De Cima,2009,
1,3,3,1.0,1.0,1,1.0,Aguada De Cima,2020,
1,2,1,1.0,1.0,1,1.0,Terneuzen,2016,
1,2,1,1.0,1.0,1,1.0,Horton,2015,
1,2,1,1.0,1.0,1,1.0,Azay-sur-cher,2019,
1,2,1,1.0,1.0,1,1.0,São Bernardo Do Campo,2002,0.0
2,2,1,1.0,1.0,1,1.0,São Bernardo Do Campo,2017,0.0
1,2,1,1.0,1.0,1,1.0,Baltimore,1967,
2,2,1,1.0,1.0,1,1.0,Baltimore,1986,
3,2,1,1.0,1.0,1,1.0,Baltimore,1991,
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Baltimore,1993,
4,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Baltimore,1994,
5,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Baltimore,1996,
6,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Baltimore,1997,
9,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Baltimore,1998,
10,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Baltimore,1999,
12,5,4,0.4,0.6666666666666667,3,1.8,Baltimore,2001,76700000.0
14,5,4,0.4,0.6666666666666667,3,1.8,Baltimore,2002,76700000.0
15,6,5,0.3333333333333333,0.6333333333333333,3,1.8666666666666667,Baltimore,2003,76700000.0
17,7,6,0.2857142857142857,0.6111111111111109,3,1.9047619047619047,Baltimore,2004,117700000.0
18,7,6,0.2857142857142857,0.6111111111111109,3,1.9047619047619047,Baltimore,2005,150760000.0
18,9,8,0.2222222222222222,0.564814814814815,3,2.0555555555555554,Baltimore,2006,150760000.0
21,10,9,0.2,0.5444444444444447,3,2.1333333333333333,Baltimore,2007,590610000.0
23,10,9,0.2,0.5444444444444447,3,2.1333333333333333,Baltimore,2008,590760000.0
27,14,14,0.15384615384615385,0.4880952380952375,4,2.4285714285714284,Baltimore,2009,626902240.0
31,15,15,0.14285714285714285,0.47063492063492013,4,2.533333333333333,Baltimore,2010,636048520.0
36,16,16,0.13333333333333333,0.45180555555555485,5,2.683333333333333,Baltimore,2011,960394758.0
37,18,18,0.11764705882352941,0.4386710239651411,5,2.7450980392156863,Baltimore,2012,997254482.0
43,20,24,0.12631578947368421,0.4442105263157892,6,2.8105263157894735,Baltimore,2013,1260818864.0
47,63,83,0.04249871991807476,0.2737948943018079,10,4.685611879160266,Baltimore,2014,1699015430.0
49,80,107,0.033860759493670886,0.26041207737410543,11,4.9056962025316455,Baltimore,2015,1851638963.0
52,89,125,0.031920326864147086,0.2633154929567104,11,4.828140960163432,Baltimore,2016,2311336624.0
55,102,153,0.0297029702970297,0.2634560094664931,10,4.706270627062707,Baltimore,2017,2540735634.0
61,112,177,0.028474903474903474,0.2633166329594866,10,4.705276705276705,Baltimore,2018,3287321548.0
68,141,229,0.0232016210739615,0.23512690394148986,13,5.425430597771023,Baltimore,2019,7554888840.0
75,158,248,0.019995162460694993,0.22328867527608948,15,5.7239377569942755,Baltimore,2020,8151068306.0
74,166,266,0.019423147133990508,0.23044379274936325,12,5.390434465133261,Baltimore,2021,9398150475.0
79,177,284,0.018233179250128403,0.23192045000594913,12,5.310413456599897,Baltimore,2022,10893973518.0
80,181,291,0.017863720073664824,0.23015817209185663,12,5.348189073050952,Baltimore,2023,12052567108.0
3,2,1,1.0,1.0,1,1.0,Washington,1975,
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Washington,1977,
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Washington,1979,
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Washington,1981,
5,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Washington,1982,
8,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Washington,1984,
9,7,8,0.38095238095238093,0.6587301587301587,3,1.8095238095238095,Washington,1985,
11,8,9,0.32142857142857145,0.6309523809523808,3,1.8571428571428572,Washington,1986,
12,8,9,0.32142857142857145,0.6309523809523808,3,1.8571428571428572,Washington,1988,
11,18,23,0.1503267973856209,0.48507625272331145,5,2.4705882352941178,Washington,1989,
13,18,23,0.1503267973856209,0.4850762527233109,5,2.4705882352941178,Washington,1990,
14,20,28,0.14736842105263157,0.5140350877192986,4,2.2263157894736842,Washington,1991,
18,22,31,0.1341991341991342,0.48694083694083806,5,2.4025974025974026,Washington,1992,
19,27,43,0.1225071225071225,0.4906932573599234,5,2.3447293447293447,Washington,1993,
22,30,47,0.10804597701149425,0.48157088122605174,5,2.367816091954023,Washington,1994,
26,31,48,0.1032258064516129,0.4736917562723995,5,2.410752688172043,Washington,1995,
27,35,54,0.0907563025210084,0.46717086834733823,5,2.4252100840336133,Washington,1996,
31,38,60,0.08534850640113797,0.4606685633001451,5,2.44950213371266,Washington,1997,
31,38,60,0.08534850640113797,0.46066856330014355,5,2.44950213371266,Washington,1998,
32,50,80,0.0653061224489796,0.38249595076126,10,3.3722448979591837,Washington,1999,
35,62,96,0.05076679005817028,0.3541193456053299,10,3.551560021152829,Washington,2000,789850261.0
40,68,116,0.050921861281826165,0.36389132767534793,9,3.363476733977173,Washington,2001,850750261.0
42,80,142,0.04493670886075949,0.3349419831223616,9,3.732594936708861,Washington,2002,850750261.0
45,86,151,0.04131326949384405,0.3296812368358228,10,3.7904240766073873,Washington,2003,1160000261.0
47,98,174,0.03660845781611614,0.33108329242350343,9,3.648642962339575,Washington,2004,1174000261.0
55,114,204,0.031672100605496044,0.3227512611420418,10,3.6939916162086632,Washington,2005,1186500261.0
55,128,229,0.028174212598425195,0.3149444698318764,10,3.7731299212598426,Washington,2006,1193150261.0
64,142,254,0.025372090700229746,0.30878739735494065,10,3.8085106382978724,Washington,2007,1344507261.0
76,153,273,0.02347781217750258,0.30633562391814395,9,3.8060715514275887,Washington,2008,1389957261.0
75,188,335,0.019057913300716805,0.2950543112151516,10,3.9618272841051314,Washington,2009,1635364227.0
87,206,375,0.017759886336727444,0.289029990716044,10,4.016054937248402,Washington,2010,1661754227.0
94,241,448,0.015491009681881052,0.29276719851159655,10,3.885650069156293,Washington,2011,2524192566.0
104,290,541,0.012910153919580003,0.2706265787402759,12,4.3065266674621165,Washington,2012,2556733769.0
113,333,619,0.011197944932884693,0.26662698269137425,10,4.266652194363037,Washington,2013,4459926038.0
128,394,745,0.009622712184032756,0.26081854550868405,12,4.370209633045298,Washington,2014,4728755141.0
142,459,880,0.008372101873257794,0.2579494757431999,12,4.390882019959852,Washington,2015,4824894295.0
161,511,978,0.0075054679406008976,0.2549154265271826,12,4.4103219369939755,Washington,2016,5336638797.0
180,574,1131,0.00687742853494354,0.25497516908485873,13,4.419936637661066,Washington,2017,6082345403.0
199,642,1253,0.006089589377967642,0.25110892166076876,13,4.480824840470254,Washington,2018,7710465349.0
212,721,1408,0.0054245646478656186,0.24829484615251804,13,4.5279164740329785,Washington,2019,9085800012.0
222,823,1593,0.004709492598735266,0.24299812096947018,15,4.640254484069617,Washington,2020,9287790778.0
226,908,1786,0.004337288538970027,0.24510119674217304,12,4.543970294673343,Washington,2021,11917175933.0
229,959,1882,0.004096995609117884,0.2426153091786323,12,4.589671304268321,Washington,2022,15059959329.0
229,970,1902,0.004047109891162108,0.24279322794886382,12,4.5832902450182464,Washington,2023,37401315819.0
230,973,1906,0.004030637923523615,0.24273530434068916,12,4.58313983733648,Washington,2024,45355427552.0
2,2,1,1.0,1.0,1,1.0,Miguel Hidalgo,2019,550000.0
1,2,1,1.0,1.0,1,1.0,Gramado,2018,0.0
1,2,1,1.0,1.0,1,1.0,Saint Louis,1975,
1,2,1,1.0,1.0,1,1.0,Saint Louis,1992,
2,2,1,1.0,1.0,1,1.0,Saint Louis,2010,24079615.0
3,2,1,1.0,1.0,1,1.0,Saint Louis,2012,27148832.0
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Saint Louis,2013,28864832.0
7,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Saint Louis,2016,511400674.0
10,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Saint Louis,2017,543688009.0
12,4,3,0.5,0.75,2,1.5,Saint Louis,2018,552908343.0
13,4,3,0.5,0.75,2,1.5,Saint Louis,2019,598363428.0
14,4,3,0.5,0.75,2,1.5,Saint Louis,2020,634823873.0
16,4,3,0.5,0.75,2,1.5,Saint Louis,2021,776248863.0
18,4,3,0.5,0.75,2,1.5,Saint Louis,2022,904707210.0
1,2,1,1.0,1.0,1,1.0,Pawtucket,2016,214770000.0
2,2,1,1.0,1.0,1,1.0,Pawtucket,2018,218924782.0
1,2,1,1.0,1.0,1,1.0,Bhavnagar,2016,
2,2,1,1.0,1.0,1,1.0,Bhavnagar,2017,
1,2,1,1.0,1.0,1,1.0,Cantu,2017,0.0
2,2,1,1.0,1.0,1,1.0,Cantu,2020,437028.0
1,2,1,1.0,1.0,1,1.0,Brugge,2014,0.0
2,2,1,1.0,1.0,1,1.0,Brugge,2020,540967.0
1,2,1,1.0,1.0,1,1.0,Ephraim,2002,
1,2,1,1.0,1.0,1,1.0,Oliveira De Azemeis,2017,
1,2,1,1.0,1.0,1,1.0,Alpena,2020,
1,2,1,1.0,1.0,1,1.0,Mcminnville,2017,5000.0
3,2,1,1.0,1.0,1,1.0,Mcminnville,2019,1130997.0
2,2,1,1.0,1.0,1,1.0,Lahore,2004,0.0
3,2,1,1.0,1.0,1,1.0,Lahore,2005,0.0
4,2,1,1.0,1.0,1,1.0,Lahore,2010,40010000.0
6,4,3,0.5,0.75,2,1.5,Lahore,2011,40010000.0
8,4,3,0.5,0.75,2,1.5,Lahore,2012,40127678.0
10,5,4,0.4,0.6666666666666667,3,1.8,Lahore,2013,41005678.0
13,6,5,0.3333333333333333,0.6222222222222223,3,1.9333333333333333,Lahore,2014,41105678.0
17,7,6,0.2857142857142857,0.5952380952380951,3,2.0,Lahore,2015,62745678.0
22,9,9,0.25,0.5879629629629629,3,1.9722222222222223,Lahore,2016,99161678.0
24,11,11,0.2,0.5515151515151517,3,2.090909090909091,Lahore,2017,100581678.0
27,11,11,0.2,0.551515151515152,3,2.090909090909091,Lahore,2018,189799936.0
32,21,30,0.14285714285714285,0.4577777777777788,5,2.676190476190476,Lahore,2019,201489936.0
42,21,30,0.14285714285714285,0.4577777777777783,5,2.676190476190476,Lahore,2020,221356533.0
51,21,30,0.14285714285714285,0.4577777777777788,5,2.676190476190476,Lahore,2021,405331020.0
54,21,30,0.14285714285714285,0.4577777777777788,5,2.676190476190476,Lahore,2022,560081441.0
1,2,1,1.0,1.0,1,1.0,Manitowoc,2011,749596.0
2,2,1,1.0,1.0,1,1.0,Manitowoc,2012,749596.0
3,2,1,1.0,1.0,1,1.0,Manitowoc,2019,52420111.0
1,3,3,1.0,1.0,1,1.0,Alken,2015,
1,2,1,1.0,1.0,1,1.0,Roncade,2011,1258952.0
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Roncade,2014,3901690.0
2,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Roncade,2015,4125897.0
2,5,4,0.4,0.6416666666666668,4,2.0,Roncade,2016,6605507.0
2,6,5,0.3333333333333333,0.6055555555555556,4,2.066666666666667,Roncade,2018,8694195.0
2,8,7,0.25,0.5684523809523806,4,2.107142857142857,Roncade,2019,8694195.0
2,8,8,0.2857142857142857,0.613095238095238,3,1.8928571428571428,Roncade,2022,8694195.0
1,2,1,1.0,1.0,1,1.0,Mouen,2015,0.0
1,3,3,1.0,1.0,1,1.0,Mouen,2021,1175255.0
1,2,1,1.0,1.0,1,1.0,Katonah,2013,395202.0
1,2,1,1.0,1.0,1,1.0,Malden,2005,0.0
1,2,1,1.0,1.0,1,1.0,Malden,2009,0.0
2,2,1,1.0,1.0,1,1.0,Malden,2014,0.0
1,2,1,1.0,1.0,1,1.0,Corona,2011,3001820.0
2,2,1,1.0,1.0,1,1.0,Corona,2016,4694822.0
1,2,1,1.0,1.0,1,1.0,Alicante,2005,0.0
2,2,1,1.0,1.0,1,1.0,Alicante,2008,0.0
3,2,1,1.0,1.0,1,1.0,Alicante,2012,699163.0
3,3,3,1.0,1.0,1,1.0,Alicante,2013,73334973.0
4,3,3,1.0,1.0,1,1.0,Alicante,2016,75101940.0
6,3,3,1.0,1.0,1,1.0,Alicante,2017,76640354.0
7,3,3,1.0,1.0,1,1.0,Alicante,2019,160638645.0
9,3,3,1.0,1.0,1,1.0,Alicante,2020,160770860.0
9,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Alicante,2022,275135611.0
1,2,1,1.0,1.0,1,1.0,Pepiliyana,2015,
1,2,1,1.0,1.0,1,1.0,Hitchin,2002,0.0
2,2,1,1.0,1.0,1,1.0,Hitchin,2013,0.0
3,2,1,1.0,1.0,1,1.0,Hitchin,2014,0.0
1,2,1,1.0,1.0,1,1.0,Prigonrieux,2007,
1,2,1,1.0,1.0,1,1.0,Prigonrieux,2009,
1,2,1,1.0,1.0,1,1.0,Shiba,2021,46421525.0
2,2,1,1.0,1.0,1,1.0,Longmont,2011,485631720.0
3,2,1,1.0,1.0,1,1.0,Longmont,2013,506328354.0
4,2,1,1.0,1.0,1,1.0,Longmont,2019,731247887.0
5,2,1,1.0,1.0,1,1.0,Longmont,2021,835959261.0
1,2,1,1.0,1.0,1,1.0,Mering,2019,
1,2,1,1.0,1.0,1,1.0,Kenilworth,2009,0.0
2,2,1,1.0,1.0,1,1.0,Kenilworth,2018,886420.0
1,2,1,1.0,1.0,1,1.0,Princeton,1996,
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Princeton,2002,58005000.0
3,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Princeton,2003,140505000.0
4,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Princeton,2004,142205000.0
6,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Princeton,2007,189455000.0
7,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Princeton,2008,204055000.0
9,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Princeton,2009,216224200.0
11,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Princeton,2010,353174200.0
12,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Princeton,2011,390449352.0
12,5,4,0.4,0.7,2,1.6,Princeton,2012,396719352.0
13,5,4,0.4,0.7,2,1.6,Princeton,2013,458964644.0
14,5,4,0.4,0.6666666666666667,3,1.8,Princeton,2014,481158859.0
17,5,4,0.4,0.6666666666666667,3,1.8,Princeton,2015,594686102.0
20,7,6,0.2857142857142857,0.6428571428571429,2,1.7142857142857142,Princeton,2016,1026257059.0
21,7,6,0.2857142857142857,0.6428571428571429,2,1.7142857142857142,Princeton,2017,1059230736.0
23,10,12,0.26666666666666666,0.6333333333333333,2,1.7333333333333334,Princeton,2018,1581521736.0
28,10,12,0.26666666666666666,0.6333333333333333,2,1.7333333333333334,Princeton,2019,1598289736.0
30,10,12,0.26666666666666666,0.6333333333333333,2,1.7333333333333334,Princeton,2020,1900439558.0
31,10,12,0.26666666666666666,0.6333333333333333,2,1.7333333333333334,Princeton,2021,2477986270.0
33,11,13,0.23636363636363636,0.6181818181818182,2,1.7636363636363637,Princeton,2022,3611641456.0
35,12,14,0.21212121212121213,0.6060606060606061,2,1.7878787878787878,Princeton,2023,4659920127.0
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Ecublens,2021,82326318.0
1,2,1,1.0,1.0,1,1.0,Manor,2008,0.0
1,3,3,1.0,1.0,1,1.0,Herisau,2006,100000.0
1,4,6,1.0,1.0,1,1.0,Herisau,2009,250000.0
2,2,1,1.0,1.0,1,1.0,Baku,2012,6243314.0
5,2,1,1.0,1.0,1,1.0,Baku,2013,6244314.0
7,3,3,1.0,1.0,1,1.0,Baku,2014,6406314.0
7,4,6,1.0,1.0,1,1.0,Baku,2015,6506314.0
7,4,6,1.0,1.0,1,1.0,Baku,2016,6641314.0
9,4,6,1.0,1.0,1,1.0,Baku,2017,6646314.0
11,4,6,1.0,1.0,1,1.0,Baku,2018,7042314.0
12,4,6,1.0,1.0,1,1.0,Baku,2019,11930506.0
15,4,6,1.0,1.0,1,1.0,Baku,2020,11930506.0
15,5,10,1.0,1.0,1,1.0,Baku,2021,24095456.0
17,6,6,0.4,0.6666666666666667,3,1.8,Baku,2022,1265045456.0
18,6,6,0.4,0.6666666666666666,3,1.8,Baku,2023,1265451258.0
1,2,1,1.0,1.0,1,1.0,Eschweiler,2000,
1,2,1,1.0,1.0,1,1.0,Val-d'or,2018,5489364.0
1,2,1,1.0,1.0,1,1.0,Val-d'or,2020,5489364.0
1,2,1,1.0,1.0,1,1.0,Palm City,2011,15349341.0
2,2,1,1.0,1.0,1,1.0,Palm City,2019,16849351.0
1,2,1,1.0,1.0,1,1.0,Westerville,1984,
2,2,1,1.0,1.0,1,1.0,Westerville,2005,0.0
3,2,1,1.0,1.0,1,1.0,Westerville,2011,0.0
4,2,1,1.0,1.0,1,1.0,Westerville,2013,20000.0
5,2,1,1.0,1.0,1,1.0,Westerville,2015,1070000.0
5,2,1,1.0,1.0,1,1.0,Westerville,2016,1070000.0
5,3,3,1.0,1.0,1,1.0,Westerville,2020,1340000.0
2,2,1,1.0,1.0,1,1.0,Boulogne-billancourt,2015,234051981.0
4,2,1,1.0,1.0,1,1.0,Boulogne-billancourt,2017,275461930.0
5,2,1,1.0,1.0,1,1.0,Boulogne-billancourt,2018,466634089.0
5,2,1,1.0,1.0,1,1.0,Boulogne-billancourt,2019,596553536.0
6,2,1,1.0,1.0,1,1.0,Boulogne-billancourt,2020,616305714.0
1,2,1,1.0,1.0,1,1.0,Vitória Da Conquista,2023,
1,2,1,1.0,1.0,1,1.0,Carmel,2006,1500000.0
3,2,1,1.0,1.0,1,1.0,Carmel,2007,17500000.0
4,2,1,1.0,1.0,1,1.0,Carmel,2009,17530000.0
5,2,1,1.0,1.0,1,1.0,Carmel,2011,48996000.0
7,2,1,1.0,1.0,1,1.0,Carmel,2014,158923968.0
11,2,1,1.0,1.0,1,1.0,Carmel,2015,170513968.0
13,3,3,1.0,1.0,1,1.0,Carmel,2016,175513968.0
14,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Carmel,2017,208568738.0
17,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Carmel,2018,208983738.0
18,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Carmel,2019,346085588.0
21,5,4,0.4,0.6666666666666667,3,1.8,Carmel,2020,373951148.0
22,6,15,1.0,1.0,1,1.0,Carmel,2021,449274973.0
22,6,15,1.0,1.0,1,1.0,Carmel,2022,692015081.0
22,6,15,1.0,1.0,1,1.0,Carmel,2023,2018498269.0
1,2,1,1.0,1.0,1,1.0,Machesney Park,2019,
1,2,1,1.0,1.0,1,1.0,Wesley Chapel,2013,0.0
1,2,1,1.0,1.0,1,1.0,Banyuwangi,2019,
1,2,1,1.0,1.0,1,1.0,Southend-on-sea,2007,0.0
2,2,1,1.0,1.0,1,1.0,Southend-on-sea,2022,12984314.0
1,2,1,1.0,1.0,1,1.0,Moffett Field,2015,28538630.0
1,2,1,1.0,1.0,1,1.0,Ardooie,2010,
1,2,1,1.0,1.0,1,1.0,Solon,1952,
2,2,1,1.0,1.0,1,1.0,Solon,2012,117369999.0
4,2,1,1.0,1.0,1,1.0,Solon,2013,169119999.0
5,5,10,1.0,1.0,1,1.0,Solon,2018,171819999.0
6,5,10,1.0,1.0,1,1.0,Solon,2019,171819999.0
6,5,10,1.0,1.0,1,1.0,Solon,2021,214172492.0
6,5,10,1.0,1.0,1,1.0,Solon,2022,218947492.0
1,2,1,1.0,1.0,1,1.0,Hattenhofen,2017,
1,3,3,1.0,1.0,1,1.0,Hattenhofen,2018,
1,3,3,1.0,1.0,1,1.0,Hattenhofen,2021,
1,2,1,1.0,1.0,1,1.0,Zapopan,2011,0.0
1,3,3,1.0,1.0,1,1.0,Zapopan,2012,0.0
2,4,6,1.0,1.0,1,1.0,Zapopan,2016,250158.0
3,4,6,1.0,1.0,1,1.0,Zapopan,2019,2176468.0
4,4,6,1.0,1.0,1,1.0,Zapopan,2021,11942768.0
5,4,6,1.0,1.0,1,1.0,Zapopan,2023,72801790.0
1,2,1,1.0,1.0,1,1.0,Monmouth Beach,2023,317054.0
1,2,1,1.0,1.0,1,1.0,Odense,2016,12193650.0
3,2,1,1.0,1.0,1,1.0,Odense,2017,15415389.0
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Odense,2018,15415389.0
4,4,6,1.0,1.0,1,1.0,Odense,2019,20210688.0
6,5,10,1.0,1.0,1,1.0,Odense,2020,128256089.0
8,5,10,1.0,1.0,1,1.0,Odense,2021,141712549.0
8,5,10,1.0,1.0,1,1.0,Odense,2022,290699634.0
9,5,10,1.0,1.0,1,1.0,Odense,2023,356076008.0
1,2,1,1.0,1.0,1,1.0,Bixby,2014,0.0
1,2,1,1.0,1.0,1,1.0,Heidelberg,2005,8000000.0
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Heidelberg,2015,279376061.0
3,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Heidelberg,2017,351066238.0
4,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Heidelberg,2019,354996978.0
6,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Heidelberg,2020,356758644.0
5,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Heidelberg,2021,511409826.0
6,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Heidelberg,2022,1189208262.0
1,2,1,1.0,1.0,1,1.0,Alderley Edge,2013,1267543.0
1,2,1,1.0,1.0,1,1.0,Karben,2006,
2,2,1,1.0,1.0,1,1.0,Kuopio,2018,14250120.0
2,3,3,1.0,1.0,1,1.0,Kuopio,2020,27969113.0
1,2,1,1.0,1.0,1,1.0,Chatham,2012,34697.0
3,3,3,1.0,1.0,1,1.0,São José Dos Campos,2012,0.0
3,3,3,1.0,1.0,1,1.0,São José Dos Campos,2013,0.0
3,5,6,0.6,0.8,2,1.4,São José Dos Campos,2015,600000.0
3,5,8,0.8,0.9,2,1.2,São José Dos Campos,2016,1499548.0
4,5,8,0.8,0.9,2,1.2,São José Dos Campos,2020,5228204.0
6,5,8,0.8,0.9,2,1.2,São José Dos Campos,2021,16760627.0
1,2,1,1.0,1.0,1,1.0,Manerbio,2022,
1,2,1,1.0,1.0,1,1.0,Gentofte,2020,56511.0
1,2,1,1.0,1.0,1,1.0,Coimbra,2001,0.0
2,2,1,1.0,1.0,1,1.0,Coimbra,2009,0.0
3,2,1,1.0,1.0,1,1.0,Coimbra,2011,0.0
4,2,1,1.0,1.0,1,1.0,Coimbra,2013,0.0
5,2,1,1.0,1.0,1,1.0,Coimbra,2014,2063660.0
5,3,3,1.0,1.0,1,1.0,Coimbra,2015,2063660.0
5,3,3,1.0,1.0,1,1.0,Coimbra,2016,2063660.0
6,4,6,1.0,1.0,1,1.0,Coimbra,2017,10221429.0
7,4,6,1.0,1.0,1,1.0,Coimbra,2018,10221429.0
7,6,11,0.7333333333333333,0.8666666666666667,2,1.2666666666666666,Coimbra,2019,11348513.0
7,6,11,0.7333333333333333,0.8666666666666667,2,1.2666666666666666,Coimbra,2020,18355235.0
7,7,12,0.5714285714285714,0.7777777777777779,3,1.4761904761904763,Coimbra,2021,296307177.0
8,7,12,0.5714285714285714,0.7777777777777779,3,1.4761904761904763,Coimbra,2022,318878503.0
1,2,1,1.0,1.0,1,1.0,Vashi,2018,50000.0
1,2,1,1.0,1.0,1,1.0,Vashi,2019,50000.0
1,2,1,1.0,1.0,1,1.0,Short Hills,2000,0.0
1,2,1,1.0,1.0,1,1.0,Short Hills,2002,0.0
1,2,1,1.0,1.0,1,1.0,Pottstown,2015,0.0
1,2,1,1.0,1.0,1,1.0,Loughborough,2005,7446717.0
1,3,3,1.0,1.0,1,1.0,Loughborough,2008,8516717.0
2,3,3,1.0,1.0,1,1.0,Loughborough,2012,10895197.0
3,3,3,1.0,1.0,1,1.0,Loughborough,2016,55457606.0
3,3,3,1.0,1.0,1,1.0,Loughborough,2017,61411315.0
4,3,3,1.0,1.0,1,1.0,Loughborough,2019,249577322.0
1,2,1,1.0,1.0,1,1.0,Miami,1954,
2,4,6,1.0,1.0,1,1.0,Miami,1993,
4,4,6,1.0,1.0,1,1.0,Miami,1995,
5,4,6,1.0,1.0,1,1.0,Miami,1996,
7,4,6,1.0,1.0,1,1.0,Miami,1997,
9,4,6,1.0,1.0,1,1.0,Miami,2000,212450000.0
10,4,6,1.0,1.0,1,1.0,Miami,2001,263398942.0
11,4,6,1.0,1.0,1,1.0,Miami,2002,263398942.0
12,4,6,1.0,1.0,1,1.0,Miami,2003,263398942.0
13,4,6,1.0,1.0,1,1.0,Miami,2004,263398942.0
17,4,6,1.0,1.0,1,1.0,Miami,2005,283648942.0
20,4,6,1.0,1.0,1,1.0,Miami,2006,283648942.0
23,5,5,0.5,0.7166666666666666,3,1.7,Miami,2007,394248942.0
29,5,5,0.5,0.7166666666666666,3,1.7,Miami,2008,430073942.0
37,5,5,0.5,0.7166666666666668,3,1.7,Miami,2009,453008942.0
42,5,5,0.5,0.7166666666666666,3,1.7,Miami,2010,506300588.0
58,5,5,0.5,0.7166666666666668,3,1.7,Miami,2011,711935588.0
73,6,8,0.5333333333333333,0.7555555555555556,3,1.5333333333333334,Miami,2012,720326540.0
85,8,9,0.32142857142857145,0.5922619047619048,4,2.142857142857143,Miami,2013,786767655.0
109,8,10,0.35714285714285715,0.625,4,2.0,Miami,2014,960644162.0
125,9,11,0.3055555555555556,0.587962962962963,4,2.138888888888889,Miami,2015,1239862820.0
